[LOG] System::create                           :         Header version = 2.02.04. Current version = 2.02.04.
[LOG] SystemI::createSoundInternal             :         exinfo->numsubsounds       = 1
[LOG] SystemI::createSoundInternal             :         exinfo->inclusionlist      = 0x7f7ff48496d0
[LOG] SystemI::createSoundInternal             :         exinfo->inclusionlistnum   = 1
[LOG] SystemI::createSoundInternal             :         exinfo->suggestedsoundtype = 5
[LOG] SystemI::createSoundInternal             :         exinfo->initialseekpostype = 1
[LOG] SystemI::createSoundInternal             :         Stream 0/1: name='Printing', format=5, channels=2, frequency=48000, lengthbytes=333440, lengthpcm=1245648, pcmblocksize=0, loopstart=0, loopend=0, mode=0x00000000, channelmask=0x00000000, channelorder=0, peakvolume=0.975991.
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7ff4883758
[LOG] SoundI::release                          :     water flows into the drain#sound effect#mastersoundDrain SOunds (0x7f7fe60ea6a8)
[LOG] SoundI::release                          :         water flows into the drain#sound effect#mastersoundDrain SOunds (0x7f7ff48ceec8)
[LOG] SoundI::release                          :         water flows into the drain#sound effect#mastersoundDrain SOunds (0x7f7ff48b0068)
[LOG] SoundI::release                          :     videoplayback-2.2Traffic Sound (0x7f7fe60bbd28)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fe711bf08)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fe711c098)
[LOG] SoundI::release                          :     videoplayback-2.2Traffic Sound (0x7f7fe677c268)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7ff489b8a8)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7ff489ba38)
[LOG] SoundI::release                          :     water flows into the drain#sound effect#mastersoundDrain SOunds (0x7f7fe60d0f58)
[LOG] SoundI::release                          :         water flows into the drain#sound effect#mastersoundDrain SOunds (0x7f7fed3a73b8)
[LOG] SoundI::release                          :         water flows into the drain#sound effect#mastersoundDrain SOunds (0x7f7fed3a7548)
[LOG] SoundI::release                          :     videoplayback-2.2Traffic Sound (0x7f7fe671a5e8)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fed3aaaa8)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fed38b4c8)
[LOG] SoundI::release                          :     water flows into the drain#sound effect#mastersoundDrain SOunds (0x7f7fe60ba788)
[LOG] SoundI::release                          :         water flows into the drain#sound effect#mastersoundDrain SOunds (0x7f7fe7119f18)
[LOG] SoundI::release                          :         water flows into the drain#sound effect#mastersoundDrain SOunds (0x7f7fe711a0a8)
[LOG] SoundI::release                          :     videoplayback-2.2Traffic Sound (0x7f7fe6779928)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fe6032d78)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fe6032f08)
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7fe7114568
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7fe7114568
[LOG] SoundI::release                          :     videoplayback-2.2Traffic Sound (0x7f7fe67e2ba8)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fe71dfe68)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fe71dfff8)
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7fe71be4c8
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7fe71be4c8
[LOG] SoundI::release                          :     videoplayback-2.2Traffic Sound (0x7f7fe67829c8)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7ff48cba18)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7ff488bec8)
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7fe6026848
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7fe6026848
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7fed0b3588
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7fed0b3588
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7fe6709f68
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7fe6709f68
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7fe35b8838
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7fe35b8838
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7fe670b1e8
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7fe670b1e8
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7ff4888c48
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7ff4888c48
[LOG] SoundI::release                          :     videoplayback-2.2Traffic Sound (0x7f7fe609f9a8)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fe710eb08)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fe710d908)
[LOG] SoundI::release                          :     videoplayback-2.2Traffic Sound (0x7f7fe60bce78)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fe711afc8)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fe711b158)
[LOG] SoundI::release                          :     videoplayback-2.2Traffic Sound (0x7f7fe673be78)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7ff48acc68)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7ff48acdf8)
[LOG] SoundI::release                          :     videoplayback-2.2Traffic Sound (0x7f7fe6087f98)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fe7105138)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fe9a818c8)
[LOG] SoundI::release                          :     water flows into the drain#sound effect#mastersoundDrain SOunds (0x7f7fe60dd2d8)
[LOG] SoundI::release                          :         water flows into the drain#sound effect#mastersoundDrain SOunds (0x7f7ff485b6f8)
[LOG] SoundI::release                          :         water flows into the drain#sound effect#mastersoundDrain SOunds (0x7f7ff485b888)
[LOG] SoundI::release                          :     videoplayback-2.2Traffic Sound (0x7f7fe35bec18)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7ff4899b68)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7ff4899cf8)
[LOG] SoundI::release                          :     water flows into the drain#sound effect#mastersoundDrain SOunds (0x7f7fe6079628)
[LOG] SoundI::release                          :         water flows into the drain#sound effect#mastersoundDrain SOunds (0x7f7fe9ab0768)
[LOG] SoundI::release                          :         water flows into the drain#sound effect#mastersoundDrain SOunds (0x7f7fe9ab08f8)
[LOG] SoundI::release                          :     videoplayback-2.2Traffic Sound (0x7f7fed016308)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fed169dc8)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fed1e0858)
[LOG] SoundI::release                          :     videoplayback-2.2Traffic Sound (0x7f7fe672afa8)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7ff48f0878)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7ff48f0a08)
[LOG] SoundI::release                          :     videoplayback-2.2Traffic Sound (0x7f7fe67865c8)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7ff48ca828)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7ff48ca9b8)
[LOG] SoundI::release                          :     videoplayback-2.2Traffic Sound (0x7f7fe60e8c28)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fed3ea5b8)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fed3ea748)
[LOG] SoundI::release                          :     videoplayback-2.2Traffic Sound (0x7f7fe67abe88)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7ff48e9e78)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7ff48ea008)
[LOG] SoundI::release                          :     water flows into the drain#sound effect#mastersoundDrain SOunds (0x7f7fe6089798)
[LOG] SoundI::release                          :         water flows into the drain#sound effect#mastersoundDrain SOunds (0x7f7fe7105e58)
[LOG] SoundI::release                          :         water flows into the drain#sound effect#mastersoundDrain SOunds (0x7f7fe7105fe8)
[LOG] SoundI::release                          :     water flows into the drain#sound effect#mastersoundDrain SOunds (0x7f7fe6077d58)
[LOG] SoundI::release                          :         water flows into the drain#sound effect#mastersoundDrain SOunds (0x7f7fe9ab1158)
[LOG] SoundI::release                          :         water flows into the drain#sound effect#mastersoundDrain SOunds (0x7f7fe9ab12e8)
[LOG] SoundI::release                          :     videoplayback-2.2Traffic Sound (0x7f7fe6765e38)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fe712c028)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fe712aba8)
[LOG] SoundI::release                          :     videoplayback-2.2Traffic Sound (0x7f7fe6780af8)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7ff486ce58)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7ff486cfe8)
[LOG] SoundI::release                          :     water flows into the drain#sound effect#mastersoundDrain SOunds (0x7f7ff48c4dd8)
[LOG] SoundI::release                          :         water flows into the drain#sound effect#mastersoundDrain SOunds (0x7f7ff48d32a8)
[LOG] SoundI::release                          :         water flows into the drain#sound effect#mastersoundDrain SOunds (0x7f7ff48d3438)
[LOG] SoundI::release                          :     videoplayback-2.2Traffic Sound (0x7f7fe677d3d8)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fe6033998)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7ff48c9b38)
[LOG] SystemI::createSound                     :     filename = ../PizzaGame/Build/Desktop/Music.bank : mode 02010082
[LOG] SystemI::createSound                     :     FMOD_NONBLOCKING specified.  Putting into queue to be opened asynchronously!
[LOG] SystemI::createSound                     :     setdata soundi = 0x7f7ff48e3498 : node = 0x7f7ff4894990
[LOG] SystemI::createSound                     :     add node to async list : head = 0x7f7ff40bab38.  list count = 0
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7ff48e3498
